번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트
486,230980,솔트웍스,105802,소프트웨어 개발 및 공급업,"9,057,520","905,752,000","100",원(KRW),02-6915-5342,"서울특별시 구로구 디지털로33길 11 405호/1204호 (구로동, 에이스테크노타워8차)",1268
487,086980,쇼박스,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","62,600,000","31,300,000,000","500",원(KRW),02-3218-5500,서울특별시 강남구 도산대로 310(논현동) 916빌딩 7~9층 ,1268
488,050960,수산아이앤티,105802,소프트웨어 개발 및 공급업,"6,751,000","3,375,500,000","500",원(KRW),02)541-0073,"서울특별시 강남구 밤고개로1길 10 3층(수서동, 현대벤처빌) ",1268
489,084180,수성,032901,일반 목적용 기계 제조업,"9,424,760","4,712,380,000","500",원(KRW),032-818-5160,인천광역시 서구 로봇랜드로249번길 46-39 ,1268
490,236200,슈프리마,032604,통신 및 방송 장비 제조업,"7,080,273","3,540,136,500","500",원(KRW),031-783-4505,"경기도 성남시 분당구 정자일로 248, 16층 ",1268
491,094840,슈프리마에이치큐,116409,기타 금융업,"10,471,840","5,235,920,000","500",원(KRW),031-783-4505,경기도 성남시 분당구  정자일로 248 파크뷰 16층,1268
492,192440,슈피겐코리아,033309,그외 기타 제품 제조업,"6,216,363","3,108,181,500","500",원(KRW),070-4018-1200,서울특별시 금천구 가산디지털1로 128 1709호 ,1268
493,099440,스맥,032902,특수 목적용 기계 제조업,"25,857,230","12,928,615,000","500",원(KRW),055-340-4800,경상남도 김해시 주촌면 골든루트로 157-10 ,1268
494,033790,스카이문스테크놀로지,032604,통신 및 방송 장비 제조업,"17,117,100","8,558,550,000","500",원(KRW),031-345-5100,경기도 안양시 동안구 부림로 17041-13 ,1268
495,159910,스킨앤스킨,032004,기타 화학제품 제조업,"81,850,380","8,185,038,000","100",원(KRW),070-5073-4918,경기도 파주시 문산읍 돈유2로 14-1 씨동,1268
496,115570,스타플렉스,032202,플라스틱제품 제조업,"6,453,734","3,226,867,000","500",원(KRW),043-881-1361,충청북도 음성군  삼성면 대성로 417 ,1268
497,253450,스튜디오드래곤,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","28,037,240","14,018,620,000","500",원(KRW),02-371-7076,"서울특별시 마포구 매봉산로 75 1701호 (상암동, 디디엠씨) ",1268
498,087220,스틸플라워,032401,1차 철강 제조업,"72,172,928","36,086,464,000","500",원(KRW),051-745-3000,"부산 해운대구 센텀서로30,25층(우동,케이엔엔타워) ",1268
499,013810,스페코,032902,특수 목적용 기계 제조업,"14,655,470","7,327,735,000","500",원(KRW),02-3498-3243,서울특별시 강남구 학동로 171 삼익빌딩 7층,1268
500,039670,스포츠서울,105801,"서적, 잡지 및 기타 인쇄물 출판업","29,472,296","14,736,148,000","500",원(KRW),(02)2001-0072,서울특별시 영등포구 경인로 775, 1동 5층 \1문래동3가, 에이스하이테크시티) ,1268
501,049830,승일,032509,기타 금속 가공제품 제조업,"6,132,112","3,066,056,000","500",원(KRW),032 -578 -1811,충청남도 천안시 서북구  직산읍 4산단1길 10 ,1268
502,020710,시공테크,137302,전문디자인업,"20,047,970","10,023,985,000","500",원(KRW),02-3438-0077,경기도 성남시 분당구 판교역로 225-20 시공빌딩,1268
503,033170,시그네틱스,032601,반도체 제조업,"85,728,319","42,864,159,500","500",원(KRW),031-940-7400,경기도 파주시 탄현면 평화로 711 ,1268
504,048870,시너지이노베이션,032601,반도체 제조업,"55,247,373","27,623,686,500","500",원(KRW),02-2191-0716,"경기도 성남시 중원구 사기막골로 124 601호,602호, 603호, 604호, 605호, 606호, 607호(상대원동, 에스케이엔테크노파크 메가센터동)",1268
505,025320,시노펙스,032602,전자부품 제조업,"65,517,274","33,191,693,500","500",원(KRW),054 -289 -4021,경상북도 포항시 북구 청하면 동해대로2315번길 54-2 -,1268
506,269620,시스웍,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","18,000,000","1,800,000,000","100",원(KRW),042-932-4850,대전광역시 유성구 테크노7로 32-13(용산동) ,1268
507,131090,시큐브,105802,소프트웨어 개발 및 공급업,"34,000,000","3,400,000,000","100",원(KRW),02-2028-1200,"서울특별시 구로구  디지털로26길 111 JnK디지털타워 801,802,803호",1268
508,001000,신라섬유,126801,부동산 임대 및 공급업,"24,277,540","2,427,754,000","100",원(KRW),053-960-1246,대구 동구 각산동 291-1 ,1268
509,025870,신라에스지,031002,수산물 가공 및 저장 처리업,"4,000,000","2,000,000,000","500",원(KRW),02-416-0771,서울특별시 송파구  백제고분로 362 (석촌동) ,1268
510,215600,신라젠,137001,자연과학 및 공학 연구개발업,"68,073,447","34,036,723,500","500",원(KRW),02-368-2600,부산광역시 북구 효열로 111 부산지식산업센터 6층 ,1268
511,065350,신성델타테크,032805,가정용 기기 제조업,"22,088,547","11,044,273,500","500",원(KRW),055-260-1000,경상남도 창원시 성산구  공단로271번길 39 신성델타테크(주) ,1268
512,056000,신스타임즈,105802,소프트웨어 개발 및 공급업,"14,016,600","7,008,300,000","500",원(KRW),02-557-9482,서울특별시 강남구  언주로 540 코원타워 ,1268
513,002800,신신제약,032102,의약품 제조업,"15,170,500","7,585,250,000","500",원(KRW),031-776-1111,경기도 안산시 단원구 범지기로141번길 90 ,1268
514,225590,신영스팩2호,116601,금융 지원 서비스업,"5,105,000","510,500,000","100",원(KRW),02-2004-9142,서울특별시 강남구 논현로28길 9 유진빌딩 3층,1268
515,263770,신영스팩3호,116601,금융 지원 서비스업,"2,605,000","260,500,000","100",원(KRW),02-2004-9142,서울특별시 영등포구 국제금융로8길 16 신영증권빌딩 10층 ,1268
516,017000,신원종합개발,064101,건물 건설업,"10,068,027","52,989,616,000","5,000",원(KRW),02-6908-7000,경기도 화성시  봉담읍 와우안길 109 103-213 ,1268
517,012790,신일제약,032102,의약품 제조업,"7,900,000","3,950,000,000","500",원(KRW),02-2211-6711,충북 충주시 앙성면 본평리 산 5-1 ,1268
518,138070,신진에스엠,032509,기타 금속 가공제품 제조업,"8,972,183","4,486,091,500","500",원(KRW),031-369-7400,전라북도 장수군  장계면 장무로 352-73 (주)신진에스엠장수공장 ,1268
519,257730,신한제3호스팩,116601,금융 지원 서비스업,"3,505,000","350,500,000","100",원(KRW),02-3772-4073,서울특별시 영등포구 여의대로 70 신한금융투자빌딩 4층 &nbsp,1268
520,277480,신한제4호스팩,116601,금융 지원 서비스업,"6,010,000","601,000,000","100",원(KRW),02-3772-4075,서울특별시 영등포구 여의대로 70 신한금융투자타워 ,1268
521,056700,신화인터텍,032202,플라스틱제품 제조업,"29,135,091","14,567,545,500","500",원(KRW),041-590-3300,충남 천안시 동남구 병천면 매봉로 308 ,1268
522,187270,신화콘텍,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","9,948,613","4,974,306,500","500",원(KRW),031-432-1527,경기도 안양시 만안구 일직로94번길 3 (석수동),1268
523,243840,신흥에스이씨,032802,일차전지 및 축전지 제조업,"6,551,683","16,379,207,500","2,500",원(KRW),031-378-8141,경기도 오산시 양산로 48 &nbsp,1268
524,108320,실리콘웍스,032601,반도체 제조업,"16,264,300","8,132,150,000","500",원(KRW),042-712-7700,대전광역시 유성구  테크노2로 222 ,1268
525,222800,심텍,032602,전자부품 제조업,"22,752,959","11,376,479,500","500",원(KRW),043-269-9000,충청북도 청주시 흥덕구 산단로 73 &nbsp,1268
526,036710,심텍홀딩스,116409,기타 금융업,"34,895,833","17,447,916,500","500",원(KRW),043-909-8000,충청북도 청주시 흥덕구 산단로 73 ,1268
527,160980,싸이맥스,032902,특수 목적용 기계 제조업,"10,576,294","5,288,147,000","500",원(KRW),070-7732-5300,경기도 화성시 동탄면 동탄산단2길 47 (주)싸이맥스 ,1268
528,010280,쌍용정보통신,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","40,464,034","40,464,034,000","1,000",원(KRW),02-2262-8114,서울특별시 중구 수표로 34 씨티센터타워 5층,1268
529,051170,썬코어,032901,일반 목적용 기계 제조업,"38,868,605","19,434,302,500","500",원(KRW),031-937-5000,경기도 파주시 월롱면 엘지로 360번길 148-103 ,1268
530,122800,썬텍,032403,금속 주조업,"29,653,085","2,965,308,500","100",원(KRW),02-2055-4051,서울특별시 영등포구 여의대로 24 17층(여의도동) ,1268
531,208640,썸에이지,105802,소프트웨어 개발 및 공급업,"76,020,529","7,602,052,900","100",원(KRW),070-4349-1330,경기도 성남시 분당구 판교로 242 판교디지털센터 에이동 302호(삼평동),1268
532,222420,쎄노텍,032309,기타 비금속 광물제품 제조업,"39,183,915","3,918,391,500","100",원(KRW),055-584-9183,경상남도 함안군 대산면 옥렬1길 112 -,1268
533,037760,쎄니트,032401,1차 철강 제조업,"33,832,921","16,916,460,500","500",원(KRW),02-598-1250,경상남도 의령군  의령읍 구룡로4남길 53 ,1268
534,136510,쎄미시스코,032902,특수 목적용 기계 제조업,"5,400,000","2,700,000,000","500",원(KRW),031-237-3425,경기도 수원시 권선구  산업로 94 ,1268
535,099320,쎄트렉아이,033103,"항공기,우주선 및 부품 제조업","3,659,990","1,829,995,000","500",원(KRW),042-365-7500,대전광역시 유성구  유성대로1628번길 21 (주)쎄트렉아이 ,1268
536,049960,쎌바이오텍,032101,기초 의약물질 및 생물학적 제제 제조업,"9,400,000","4,700,000,000","500",원(KRW),031-987-6205-7,경기 김포시 월곶면 개곡리 134 ,1268
537,050890,쏠리드,032604,통신 및 방송 장비 제조업,"34,847,785","17,423,892,500","500",원(KRW),031-627-6000,경기도 성남시 분당구 판교역로 220 쏠리드스페이스 ,1268
538,099830,씨그널엔터테인먼트그룹,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","11,056,555","5,528,277,500","500",원(KRW),02-2038-8882,"서울특별시 성동구 성수이로 89 9층(성수동2가,엠지빌딩)",1268
539,066790,씨씨에스,106002,텔레비전 방송업,"84,266,335","42,133,167,500","500",원(KRW),043-850-7104,충북 충주시 용산동 35 ,1268
540,222080,씨아이에스,032902,특수 목적용 기계 제조업,"53,624,705","5,362,470,500","100",원(KRW),053-593-1552,대구광역시 동구 팔공로47길 37 -,1268
541,264660,씨앤지하이테크,032902,특수 목적용 기계 제조업,"4,202,740","2,101,370,000","500",원(KRW),031-659-9803,경기도 안성시 원곡면 승량길 162 &nbsp,1268
542,115530,씨엔플러스,032602,전자부품 제조업,"5,894,470","2,947,235,000","500",원(KRW),032-813-0970,경기도 시흥시 시화벤처로 325 -,1268
543,225330,씨엠에스에듀,168505,일반 교습 학원,"18,622,768","9,311,384,000","500",원(KRW),02-552-8500,"서울특별시 서초구 방배로 208 소암빌딩 2층,7층",1268
544,115480,씨유메디칼,032701,의료용 기기 제조업,"15,570,124","7,785,062,000","500",원(KRW),033-747-7657,강원도 원주시  문막읍 동화공단로 130-1 ,1268
545,096530,씨젠,032103,의료용품 및 기타 의약 관련제품 제조업,"26,234,020","13,117,010,000","500",원(KRW),02-2240-4036,서울특별시 송파구 오금로 91(방이동) 7층 ,1268
546,900120,씨케이에이치,116409,기타 금융업,"110,404,457","5,520,223","0.05",미국달러(USD),86-1395-0486-047,"P.O Box 31119 Grand Pavilion, Hibiscus Way, 802 West Bay Road, Grand Cayman, KYI - 1205 Cyaman Islands -",1268
547,101240,씨큐브,032001,기초 화학물질 제조업,"8,050,441","4,025,220,500","500",원(KRW),043-531-2500,충청북도 진천군  진천읍 성중로 144 시큐브 ,1268
548,047920,씨트리,137001,자연과학 및 공학 연구개발업,"12,493,171","6,246,585,500","500",원(KRW),031-557-0001,경기도 남양주시 경강로 27 ,1268
549,060590,씨티씨바이오,074604,생활용품 도매업,"17,625,133","8,812,566,500","500",원(KRW),070-4033-0200,서울특별시 송파구 중대로 296 삼보빌딩 6층 ,1268
550,036170,씨티엘,032601,반도체 제조업,"26,254,825","26,254,825,000","1,000",원(KRW),031 -205 -5300,경기도 수원시 영통구 신원로 170 (신동) ,1268
551,260930,씨티케이코스메틱스,032004,기타 화학제품 제조업,"10,122,151","5,061,075,500","500",원(KRW),031-698-4297,경기도 성남시 분당구 판교로255번길 9-22 우림W-CITY 416호 &nbsp,1268
552,013990,아가방컴퍼니,074604,생활용품 도매업,"32,887,536","16,443,768,000","500",원(KRW),02-527-1300,서울특별시 강남구 테헤란로 207 아가방빌딩 ,1268
553,123860,아나패스,032601,반도체 제조업,"10,127,700","5,063,850,000","500",원(KRW),02-6922-7400,"서울특별시 구로구 디지털로31길 61 신세계아이앤씨빌딩 6층, 7층",1268
554,058220,아리온,032604,통신 및 방송 장비 제조업,"77,659,924","15,531,984,800","200",원(KRW),031-361-3000,경기도 안양시 동안구 시민대로327번길 24 (관양동),1268
555,052710,아모텍,032602,전자부품 제조업,"9,743,406","4,871,703,000","500",원(KRW),(031)989-0506,인천 남동구 남촌동 617 남동공단 5블럭 1롯트 ,1268
556,074430,아미노로직스,074607,기타 전문 도매업,"87,826,844","8,782,684,400","100",원(KRW),02-761-4570,서울특별시 강남구 역삼로 151 삼오빌딩3층 301호 ,1268
557,092040,아미코젠,031007,기타 식품 제조업,"9,595,755","4,797,877,500","500",원(KRW),055-759-6161,경상남도 진주시 진성면 동부로1259번길 64 ,1268
558,083930,아바코,032902,특수 목적용 기계 제조업,"15,996,505","7,998,252,500","500",원(KRW),053-583-8150,대구 달서구 월암동 1107번지 ,1268
559,149950,아바텍,032602,전자부품 제조업,"15,607,500","8,153,750,000","500",원(KRW),053-592-4060,대구광역시 달서구 달서대로 85길 100 ,1268
560,036010,아비코전자,032604,통신 및 방송 장비 제조업,"13,292,934","6,896,467,000","500",원(KRW),031-730-5114,경기도 성남시 중원구  둔촌대로388번길 31 ,1268
561,050860,아세아텍,032902,특수 목적용 기계 제조업,"17,500,000","8,750,000,000","500",원(KRW),0535807777,대구 달성군 유가면 금리 168,1268
562,246720,아스타,032103,의료용품 및 기타 의약 관련제품 제조업,"9,402,523","4,701,261,500","500",원(KRW),031-888-9596,"경기도 수원시 영통구 광교로 145, 11층(이의동, 차세대융합기술연구원 에이동) ",1268
563,067390,아스트,033103,"항공기,우주선 및 부품 제조업","14,739,239","7,621,619,500","500",원(KRW),055-851-7000,경상남도 사천시 사남면 공단1로 23-65 &nbsp,1268
564,127710,아시아경제,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","25,244,030","12,622,015,000","500",원(KRW),02-2200-2197,"서울특별시 중구 충무로 29 아시아미디어타워 10층,11층 &nbsp",1268
565,227610,아우딘퓨쳐스,032004,기타 화학제품 제조업,"10,000,000","5,000,000,000","500",원(KRW),02-571-2432,"서울특별시 강남구 테헤란로 508 해성2빌딩 (대치동, 해성2빌딩 15층) ",1268
566,143160,아이디스,032604,통신 및 방송 장비 제조업,"10,716,390","5,358,195,000","500",원(KRW),031-723-5425,대전 유성구 관평동 1301,1268
567,054800,아이디스홀딩스,116409,기타 금융업,"10,347,756","5,173,878,000","500",원(KRW),042-933-9677,대전 유성구 관평동 1301 ,1268
